"Origem","Destino","Nat","Tipo","Materia","NomeNovo"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 016728-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca 2006.38.00.016728-3 Carreira Policial Federal Carlos de Oliveira Miguel Uniao Federal 2006.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca 2006.38.00.016728-3 Carreira Policial Federal Carlos de Oliveira Miguel Uniao Federal 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Indenizacao do.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Trabalhista\Contestacao Processo 0096.2011.014.03.00-4 ECT Walter Rodrigues dos Santos 2011.doc","01 - Juridico","Contestacoes e manifestacoes","Trabalhista","Contestacao Processo 0096.2011.014.03.00-4 ECT Walter Rodrigues dos Santos 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 008553-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Ambiental\Acao Popular 2008.38.00.008553-0 Preservacao Ambiental Juvercino Guerra Filho COOHABEL 2008.doc","01 - Juridico","Peticoes","Ambiental","Acao Popular 2008.38.00.008553-0 Preservacao Ambiental Juvercino Guerra Filho COOHABEL 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\DEPEF - Petrus Leonardo Barron Sanches.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Civel\Manifestacao Calculos Processo 2004.34.00.705505-1 Petrus Leonardo Barron Sanches 2012.doc","01 - Juridico","Contestacoes e manifestacoes","Civel","Manifestacao Calculos Processo 2004.34.00.705505-1 Petrus Leonardo Barron Sanches 2012.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Trabalhista\IGQP - reintegracao 2011 - Maria Adelaide Medina.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Trabalhista\Contestacao Processo 1018-2012-078-03-00-6 ECT Maria Adelaide Medina 2012.doc","01 - Juridico","Contestacoes e manifestacoes","Trabalhista","Contestacao Processo 1018-2012-078-03-00-6 ECT Maria Adelaide Medina 2012.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 011030-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca 2007.38.00.011030-3 Financiamento Habitacional Danilo Aguilar Ferreira Caixa Economica Federal 2007.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca 2007.38.00.011030-3 Financiamento Habitacional Danilo Aguilar Ferreira Caixa Economica Federal 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Augusto de Lima 2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\Edital Hasta Publica 0024.02.742.864-8 Condominio Anita Chaves Elder Joao Teixeira Mourao 2011.doc","01 - Juridico","Peticoes","Civel","Edital Hasta Publica 0024.02.742.864-8 Condominio Anita Chaves Elder Joao Teixeira Mourao 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 012780-8.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Tributario\Mandado de Seguranca 2009.38.00.012780-8 CND Skava-Minas Receita Federal 2009.doc","01 - Juridico","Peticoes","Tributario","Mandado de Seguranca 2009.38.00.012780-8 CND Skava-Minas Receita Federal 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 016663-1.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca 2008.38.00.016663-1 Usucapiao Maria Cecilia Silva Couto Monica Aparecida Burgarelli Castanheira 2008.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca 2008.38.00.016663-1 Usucapiao Maria Cecilia Silva Couto Monica Aparecida Burgarelli Castanheira 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 2004.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Eleitoral\Lista Processos TSE 2004 Acao Penal Crime Eleitoral Jacks Aparecido Dias 2014.doc","01 - Juridico","Peticoes","Eleitoral","Lista Processos TSE 2004 Acao Penal Crime Eleitoral Jacks Aparecido Dias 2014.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 005742-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca 2004.38.00.005742-0 Financiamento Habitacional Valmir Leonardo Muniz Melo Caixa Economica Federal 2004.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca 2004.38.00.005742-0 Financiamento Habitacional Valmir Leonardo Muniz Melo Caixa Economica Federal 2004.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Tributario\ITCDM.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\Lei Estadual MG ITCD Heranca e Doacao Bens e Direitos.doc","01 - Juridico","Peticoes","Civel","Lei Estadual MG ITCD Heranca e Doacao Bens e Direitos.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\2361.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Pareceres e notas tecnicas\Trabalhista\Parecer Tecnico 2.361 2013 Execucao Sentenca PCCS Marco Aurelio Borges ECT 2013.doc","01 - Juridico","Pareceres e notas tecnicas","Trabalhista","Parecer Tecnico 2.361 2013 Execucao Sentenca PCCS Marco Aurelio Borges ECT 2013.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\040011-8.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca 2007.38.00.040011-8 Cobranca Servidor Publico UFMG Roberto Messias Franco 2007.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca 2007.38.00.040011-8 Cobranca Servidor Publico UFMG Roberto Messias Franco 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Autorizacao Itarana.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Contratos e termos\Autorizacao Visita Imovel Itaranga Campinas SP 2014.doc","03 - Administrativo","","Contratos e termos","Autorizacao Visita Imovel Itaranga Campinas SP 2014.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Aparecida Souza 1.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Documentos pessoais\Formulario PPP Previdencia Social Aparecida Souza Lima 2012.pdf","04 - Pessoal e financeiro","","Documentos pessoais","Formulario PPP Previdencia Social Aparecida Souza Lima 2012.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\CLS 01.doc","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\Comprovante Deposito Custas Protesto Mauricio Carlos Braga 2015.doc","04 - Pessoal e financeiro","","Comprovantes e recibos","Comprovante Deposito Custas Protesto Mauricio Carlos Braga 2015.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Da quarta etapa - TJBA.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Editais\Edital Exame Psicotecnico Laudo Neurologico Psiquiatrico.doc","03 - Administrativo","","Editais","Edital Exame Psicotecnico Laudo Neurologico Psiquiatrico.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Mensagem 03.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Oficios e memorandos\Oficio IEPTB Encaminhamento Instrumentos Protesto 2014.doc","03 - Administrativo","","Oficios e memorandos","Oficio IEPTB Encaminhamento Instrumentos Protesto 2014.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\29-12-2014.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\Log upload cartorio confirmacao pagamento brazopolis 2014.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","Log upload cartorio confirmacao pagamento brazopolis 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 12-10-2014.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\Log upload cartorio confirmacao pagamento 2014.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","Log upload cartorio confirmacao pagamento 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Sion 5 - execucao fiscal.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Editais\Edital leilao imivel juizado tributario minas gerais 2011.doc","03 - Administrativo","","Editais","Edital leilao imivel juizado tributario minas gerais 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 005144-7.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca acao ordinaria FGTS Neide Carvalho Duarte Borges Caixa Economica Federal 2007.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca acao ordinaria FGTS Neide Carvalho Duarte Borges Caixa Economica Federal 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 008528-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca acao monitoria credito rotativo Caixa Economica Federal Azevedo Delgado 2001.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca acao monitoria credito rotativo Caixa Economica Federal Azevedo Delgado 2001.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 006076-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca alvara judicial gratificacao Roberto Francisco Nunes 2009.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca alvara judicial gratificacao Roberto Francisco Nunes 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Warley de Fatima Silva Gramacho 0092.07.011735-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Penal\Denuncia Warley Fatima Silva Gramacho inquérito policial 2007.doc","01 - Juridico","Peticoes","Penal","Denuncia Warley Fatima Silva Gramacho inquérito policial 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 019184-7.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca acao ordinaria SFH sustacao leilao Guilherme Augusto Reis Zelândia Oliveira 2006.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca acao ordinaria SFH sustacao leilao Guilherme Augusto Reis Zelândia Oliveira 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\EE - Hedilberto Ferreira Pinto.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\Embargos execucao Empresa Brasileira Correios Telégrafos Hedilberto Ferreira Pinto 2010.doc","01 - Juridico","Peticoes","Trabalhista","Embargos execucao Empresa Brasileira Correios Telégrafos Hedilberto Ferreira Pinto 2010.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\72618-72.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca mandado seguranca Transportes Niquini CND Receita Federal 2010.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca mandado seguranca Transportes Niquini CND Receita Federal 2010.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\023057-5.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca acao ordinaria imóveis Nilson Alves Pereira Regina Duarte Alves Caixa Economica Federal 2007.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca acao ordinaria imóveis Nilson Alves Pereira Regina Duarte Alves Caixa Economica Federal 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Parte 3.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Formularios\Plano carreiras cargos salarios assistente administrativo ECT.pdf","03 - Administrativo","","Formularios","Plano carreiras cargos salarios assistente administrativo ECT.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 010408-8.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca mandado seguranca Albertina Correa Zacour UFV 2009.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca mandado seguranca Albertina Correa Zacour UFV 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\r 20289.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Eleitoral\Acordao recurso especial eleitoral 202 2012 Ares Rio Grande Norte.doc","01 - Juridico","Acordaos e decisoes","Eleitoral","Acordao recurso especial eleitoral 202 2012 Ares Rio Grande Norte.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 21-12-2015.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\Log upload cartorio confirmacao pagamento brazopolis 2015.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","Log upload cartorio confirmacao pagamento brazopolis 2015.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\mensagem das contas.docx","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Faturas e boletos\Parcelas casamento atualizacao depositos 2021.docx","04 - Pessoal e financeiro","","Faturas e boletos","Parcelas casamento atualizacao depositos 2021.docx"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R019.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\Registro protesto duplicata DMI 6001222 Banco 2014.doc","01 - Juridico","Peticoes","Civel","Registro protesto duplicata DMI 6001222 Banco 2014.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 2000-2001-2002.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Civel\Enunciados civeis juizado especial belo horizonte 2000.doc","01 - Juridico","Despachos e votos","Civel","Enunciados civeis juizado especial belo horizonte 2000.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Jardim da infancia.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Constitucional\Jardim da Infancia Francisco Candido Xavier.pdf","02 - Estudos e concursos","","Direito Constitucional","Jardim da Infancia Francisco Candido Xavier.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R003.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Registro Protesto 2014 duplicata CDA 6168061 Falta pagamento.doc","01 - Juridico","Acordaos e decisoes","Tributario","Registro Protesto 2014 duplicata CDA 6168061 Falta pagamento.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 004546-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Acao 2008.38.00.004546-4 Ordinaria Tributaria PAES.doc","01 - Juridico","Acordaos e decisoes","Tributario","Acao 2008.38.00.004546-4 Ordinaria Tributaria PAES.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 018414-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Processo 2009.38.00.018414-3 Cautelar veiculo apreendido.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Processo 2009.38.00.018414-3 Cautelar veiculo apreendido.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 12-03-2014 - 2.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Comunicacoes internas\Registro Log Cartorio upload confirmacao 2014.pdf","03 - Administrativo","","Comunicacoes internas","Registro Log Cartorio upload confirmacao 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\e-Democracia.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Constitucional\Democracia exercicio cidadania era digital Monica Herman Caggiano.doc","02 - Estudos e concursos","","Direito Constitucional","Democracia exercicio cidadania era digital Monica Herman Caggiano.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 011782-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Processo 2004.38.00.011782-6 Embargos execucao reajuste vencimentos.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Processo 2004.38.00.011782-6 Embargos execucao reajuste vencimentos.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\2923.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Pareceres e notas tecnicas\Trabalhista\Parecer Tecnico 2.923 2013 ECT execucao sentenca.doc","01 - Juridico","Pareceres e notas tecnicas","Trabalhista","Parecer Tecnico 2.923 2013 ECT execucao sentenca.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Dilson Nogueira 087-07.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Penal\Denuncia ministerio publico Whesley Adriano Lopes.doc","01 - Juridico","Contestacoes e manifestacoes","Penal","Denuncia ministerio publico Whesley Adriano Lopes.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R010.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Registro Protesto 2014 duplicata 379 falta pagamento.doc","01 - Juridico","Acordaos e decisoes","Tributario","Registro Protesto 2014 duplicata 379 falta pagamento.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\IDAILDES.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Familia e Sucessoes\Despacho localizacao ex-marido citacao processual.doc","01 - Juridico","Despachos e votos","Familia e Sucessoes","Despacho localizacao ex-marido citacao processual.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\prefeito eleicoes 2012 gabinete LF.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Eleitoral\Relatorio documentos consulta 2012 impugnacao registro candidatura.doc","01 - Juridico","Contestacoes e manifestacoes","Eleitoral","Relatorio documentos consulta 2012 impugnacao registro candidatura.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\28-03-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Comunicacoes internas\Registro Log Cartorio upload confirmacao 2014 (2).pdf","03 - Administrativo","","Comunicacoes internas","Registro Log Cartorio upload confirmacao 2014 (2).pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\D169-Aimpressao.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Decreto 169-A 1890 hypotheca.pdf","01 - Juridico","Acordaos e decisoes","Administrativo","Decreto 169-A 1890 hypotheca.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 022135-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Acao 2009.38.00.022135-0 ordinaria IRPF aposentadoria.doc","01 - Juridico","Acordaos e decisoes","Tributario","Acao 2009.38.00.022135-0 ordinaria IRPF aposentadoria.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\2a Turma 2012-2011.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Administrativo\Colelanea informativos corte especial 2012.doc","02 - Estudos e concursos","","Direito Administrativo","Colelanea informativos corte especial 2012.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R026.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Registro Protesto 2014 duplicata DMI 004264A falta pagamento.doc","01 - Juridico","Acordaos e decisoes","Tributario","Registro Protesto 2014 duplicata DMI 004264A falta pagamento.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 017355-1.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Constitucional\Mandado Seguranca 2008.38.00.017355-1 matricula ensino superior.doc","01 - Juridico","Despachos e votos","Constitucional","Mandado Seguranca 2008.38.00.017355-1 matricula ensino superior.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\24448-69.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Administrativo\MS Mandado de Seguranca 24448-69.2010 Restitucao depositos fiscal ArcelorMittal.doc","01 - Juridico","Recursos","Administrativo","MS Mandado de Seguranca 24448-69.2010 Restitucao depositos fiscal ArcelorMittal.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\OMC.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Estudo infraestrutura desempenho economico longo prazo.doc","02 - Estudos e concursos","","Atualidades e Outros","Estudo infraestrutura desempenho economico longo prazo.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\27-10-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Comunicacoes internas\Registro log CraCartorio upload confirmacao brazopolis 27-10-2015.pdf","03 - Administrativo","","Comunicacoes internas","Registro log CraCartorio upload confirmacao brazopolis 27-10-2015.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Rua Lorena - perto da mata da PUC.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Civel\Edital praca 19 Vara Civel Belo Horizonte imovel Rio Grande do Sul.doc","01 - Juridico","Despachos e votos","Civel","Edital praca 19 Vara Civel Belo Horizonte imovel Rio Grande do Sul.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Automatiza 24-09-15.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Comunicacoes internas\Relatorio protesto titulo 12119 suspenso SERASA BOA VISTA.doc","03 - Administrativo","","Comunicacoes internas","Relatorio protesto titulo 12119 suspenso SERASA BOA VISTA.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 021994-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Acao ordinaria 2008.38.00.021994 Direito lavra pesquisa DNPM Sducol.doc","01 - Juridico","Peticoes","Administrativo","Acao ordinaria 2008.38.00.021994 Direito lavra pesquisa DNPM Sducol.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\em Habermas.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Constitucional\Comentario academico Habermas Luhmann pragmatismo direito.doc","02 - Estudos e concursos","","Direito Constitucional","Comentario academico Habermas Luhmann pragmatismo direito.doc"
