relpath	size	sha1	paginas	len_norm	sha1_norm	ano_zip	data_pasta	data_nome	n_nome	data_texto	n_texto	id_pasta	n_atas_sup	n_atas_reg	n_atas_incertas	atas	flags
BEs 1934\JULHO\1934_boletim_eleitoral_a3_n59.pdf	39593847	090f2418a7f6f86254f443302ed1a97779d08bb9	55	293979	c0709ff35628585a6d593ec34dab3941ab99e804	1934	1934-07		59		59		3	1	0	superior:ordinaria:48:1934-06-19:2;superior:ordinaria:50:1934-06-26:3;superior:ordinaria:51::4;regional:::1934-06-12:17	
BEs 1934\JULHO\1934_boletim_eleitoral_a3_n60.pdf	21925866	923713e07d2923c35d94fff126789d86eeccf815	32	161643	118609dcadcac2ec7163baf2194a6d1d4bd7f61b	1934	1934-07		60	1934-06-21			0	0	1	desconhecido:ordinaria:::1	
BEs 1934\JULHO\1934_boletim_eleitoral_a3_n61.pdf	23515951	8ae83904b321e31ed7a56affb21bff59e14cbb1f	32	174492	389455d15dd33231ae272ff64e00e83b2d577999	1934	1934-07		61	1934-06-21			0	0	0		
BEs 1934\JULHO\1934_boletim_eleitoral_a3_n63.pdf	40518815	ad3dbacb9d8d34e91fde851754246c261ab49821	56	282637	df88c3b5af8d4b31b008af16f84e9b76ceb7b0b4	1934	1934-07		63	1934-07-25	63		0	0	1	desconhecido::51:1934-07-10:25	
BEs 1934\JULHO\1934_boletim_eleitoral_a3_n64.pdf	87499690	92d5564bc3e6a5951d4f4ccce34f46c27d5bf85b	117	627741	614c2a1ea80e85f7f50d9b23c33dafb5a6c07c55	1934	1934-07		64	1934-07-27	64		0	0	0		
BEs 1934\JULHO\1934_boletim_eleitoral_a3_n65.pdf	58491891	eff8d60d1910d328d51d97a321e026a6181bf7a1	77	422613	a406974af6d6b9a43ed9c341ff0311d4734bb067	1934	1934-07		65	1934-07-30	65		0	0	0		
BEs 1934\JUNHO\02\99560\00000010.pdf	2240286	89eb5ad7a5f79e4d6c7fe7baf5c1ddde30fed9a0	24	119392	fd8567afa39b40a6e424790544957415efea362a	1934	1934-06-02			1934-06-02	46	99560	0	0	0		
BEs 1934\JUNHO\06\99561\00000011.pdf	1308265	6d0223558ade50bf3e6bfc940e3d27ed475c8c81	14	64852	253621236d55ae657b84698d92aeeeafbe623af2	1934	1934-06-06			1934-04-11		99561	2	0	0	superior:ordinaria::1934-05-25:3;superior:ordinaria::1934-05-29:4	data_divergente
BEs 1934\JUNHO\09\99562\00000012.pdf	1578599	bcae1049f5d2059bda6f6b2c9abbed323347d9ce	16	79330	f796141c6fd8988d03ce89db90fee34e5efb1886	1934	1934-06-09			1934-06-09	48	99562	2	0	0	superior:ordinaria:43:1934-06-01:2;superior:ordinaria::1934-06-01:2	
BEs 1934\JUNHO\13\99563\00000013.pdf	3649124	642b7ba06b2d6de86caaffacb047330848f0052a	33	180595	56ce671365562a4af703936e83e88b4ee13b1824	1934	1934-06-13			1934-06-13	491	99563	0	3	0	regional::202:1934-05-22:8;regional::203:1934-05-25:9;regional::204:1934-05-29:9	
BEs 1934\JUNHO\13\99564\00000014.pdf	6364847	5d12827272717f31677ff776907f5e649e1d1c0f	65	303506	24e87fac1c740933ab07a6e86ad194968ff3ac84	1934	1934-06-13			1934-06-13		99564	1	0	0	superior:::1933-11-10:62	
BEs 1934\JUNHO\14\99565\00000015.pdf	2944304	890f377b92949c5f8aad7695049513a66e560f98	30	145304	4160142aefec6e08413857492ffb903f1b57f7e1	1934	1934-06-14			1934-06-14	50	99565	0	0	0		
BEs 1934\JUNHO\16\99566\00000016.pdf	1550591	eb7cdb9179f0b3308250261b08a8f1856c36f17b	17	76555	113d7e9b53915d7d9563dae4c90953b04768f956	1934	1934-06-16			1934-06-16	51	99566	0	0	0		
BEs 1934\JUNHO\19\99567\00000017.pdf	1861384	75434e8821cd90f4305782fdeb5902416f94684f	17	93129	8b8af5486c20185cb1fd590261f85c2ac9c6f1df	1934	1934-06-19			1934-06-19	52	99567	0	0	0		
BEs 1934\JUNHO\20\99568\00000018.pdf	860330	3419d0c094b6c98ca850a4cbab02eee66229fb0a	9	39959	0a4180d8750a8f9a051653cff850ca14031cab6f	1934	1934-06-20			1934-06-20	53	99568	0	0	0		
BEs 1934\JUNHO\23\99569\00000019.pdf	2614316	0e00395a92c9775f054826a37e496a5c21358887	25	130709	a57f322322b69432ce90e52b0e4ebfd94b870ba7	1934	1934-06-23			1934-06-23	54	99569	0	0	0		
BEs 1934\JUNHO\27\99570\00000020.pdf	3690209	dc69d8e94642bd739a4148b6f06587bcf256c8ca	39	181764	a1ae2b39069e7dd2b5b495e5d41c60a7c318e8a0	1934	1934-06-27			1934-06-27	55	99570	4	0	0	superior:ordinaria::1934-06-05:3;superior:ordinaria:45:1934-06-08:4;superior:ordinaria::1934-06-12:4;superior:ordinaria::1934-06-15:5	
BEs 1934\JUNHO\30\99571\00000021.pdf	3349817	6080763b766f79de3e32521229be29cdc7afab36	33	168518	c30a962544a15bf1690f255e90415d50fa400960	1934	1934-06-30			1934-06-30	56	99571	0	1	0	regional::205:1934-06-01:7	
BEs 1934\MAIO\02\99428\00000001.pdf	729019	d83bc1e060bc01e9e3762d81664bf219f4a5c195	9	35436	6aadfff4aee39486344afe61bb9577ab20385783	1934	1934-05-02			1934-05-02	37	99428	0	0	0		
BEs 1934\MAIO\05\99429\00000002.pdf	934005	f62a11d8d2968a625280648ede079ea0e31ad2d3	9	49920	5e14a0ffc18720efe2a54818170e95bfe10a11a1	1934	1934-05-05			1934-05-05	38	99429	0	0	0		
BEs 1934\MAIO\09\99430\00000003.pdf	1652756	210fa1c9f3ce166447dedcb76d20cd6b2d833a18	17	93191	5abce6085d88f1e90bd34f36e97218b58608e0bd	1934	1934-05-09			1934-05-09	39	99430	0	2	0	regional:::1934-04-10:2;regional::191:1934-04-13:3	
BEs 1934\MAIO\12\99431\00000004.pdf	2252912	cecfb29bbfd57d376b1c6dd657d450e0edf6294b	24	123840	a3e009e2b65d3f117b4a5e8bef53eab769dd6826	1934	1934-05-12			1934-05-12	40	99431	0	4	0	regional::192:1934-04-17:8;regional:::1934-04-20:9;regional::194:1934-04-24:9;regional:::1934-04-27:9	
BEs 1934\MAIO\16\99432\00000005.pdf	1716623	54f9525eb8cad34320c4518aee315eb32c731d59	17	92035	568b075b328221660f929d45ea88f4cabd12402f	1934	1934-05-16			1934-05-16	41	99432	0	0	0		
BEs 1934\MAIO\1934_boletim_eleitoral_a3_n42.pdf	55664181	30f60564057c9f5463f5b79058fd0828f5217b51	42	244477	740010fe3802113e0b38053ae476d068f3db04b3	1934	1934-05		42	1934-05-12			5	0	0	superior:ordinaria:32::1;superior:ordinaria:33:1934-04-27:1;superior:ordinaria:34:1934-05-02:2;superior:ordinaria:35:1934-05-04:2;superior:ordinaria:30:1934-05-08:2	
BEs 1934\MAIO\1934_boletim_eleitoral_a3_n44.pdf	35055167	61fffdb5f9a24e0fcb2a5d844a1594bcc3c73b9e	31	182990	a5414ab9109086ab8ac46a1bbbef24d3cbb62e6c	1934	1934-05		44		4		0	3	0	regional:::1934-05-02:1;regional::197:1934-05-04:1;regional::198:1934-05-08:2	
BEs 1934\MAIO\23\99434\00000007.pdf	2411015	9dcbdc6831fab764d67075b6b129b4610fe24ac4	25	126232	785bde77d95022dcbbafe6484b4538c0784ce9fd	1934	1934-05-23			1934-05-23	43	99434	0	0	0		
BEs 1934\MAIO\30\99436\00000009.pdf	3500846	186e174cc1ac8ab328c50d52cb7a118a70f011cd	33	190231	6b5614156889c92263be8c622f034186d337e585	1934	1934-05-30			1934-05-30	45	99436	3	2	0	superior:::1934-05-11:3;superior:ordinaria:39:1934-05-15:3;superior:ordinaria::1934-05-22:3;regional:::1934-05-11:7;regional:::1934-05-18:7	
BEs 1934\MARÇO\03\99398\00000019.pdf	1908869	0a6d84263b8dacaa94b0b99e1a1b38dee8d723ed	21	105249	32efa5f761b7b17963504949fe1aadb825cc3629	1934	1934-03-03			1934-03-03	19	99398	1	0	0	superior:ordinaria::1934-01-20:5	
BEs 1934\MARÇO\07\99399\00000020.pdf	1696822	a84cf30408c40a38e89bab1e1ec76e665c41f307	17	95402	5332fd9286c927fb82046080b5c0fcdba0e4f640	1934	1934-03-07			1934-03-07	20	99399	0	1	0	regional::164:1934-01-05:3	
BEs 1934\MARÇO\14\99401\00000022.pdf	2835145	6f841fc2975d402448bf38cd1402f9d0687dd41f	28	158094	bcbdd6b5d0c56b010fd79485552e1e5159ff82b2	1934	1934-03-14			1934-03-14	22	99401	0	7	0	regional:::1934-01-26:4;regional::171:1934-01-30:5;regional::172:1934-02-02:5;regional::173:1934-02-06:6;regional::174:1934-02-08:6;regional::175:1934-02-16:7;regional:::1934-02-20:7	
BEs 1934\MARÇO\17\99402\00000023.pdf	2551715	10625e4394b68115ae0dc4d32fdf56a9e7a91632	25	137426	3226833bde7fb585ea5f5b343a54abc598ab0791	1934	1934-03-17			1934-03-17	23	99402	4	0	0	superior:ordinaria:15:1934-02-23:5;superior:ordinaria:16:1934-02-27:5;superior:ordinaria::1934-03-06:6;superior:ordinaria::1934-03-09:6	
BEs 1934\MARÇO\21\99400\00000021.pdf	1200201	42f81c1bebfaa44d453a15f6ee2e28ce1741a524	13	64664	3ea680433bb0b0bc806f71ec65f758532c6dc28c	1934	1934-03-21			1934-03-10	21	99400	0	4	0	regional:::1934-01-09:4;regional:::1934-01-12:4;regional::167:1934-01-16:5;regional::168:1934-01-19:6	data_divergente
BEs 1934\MARÇO\21\99403\00000024.pdf	1588264	ad95a88fab4585d8435919db2d9a233beceed555	17	88665	c3f8080eaab7c42135beda95cbd3cc533eac859a	1934	1934-03-21			1934-03-21	24	99403	1	0	0	superior:::1933-11-10:8	
BEs 1934\MARÇO\24\99404\00000025.pdf	1626027	ebc7207583c9c3628269700d57d801be407ece40	17	91316	318793c832133121ff891b5c6423361dd616f20a	1934	1934-03-24			1934-03-24	25	99404	0	0	0		
BEs 1934\MARÇO\26\99405\00000026.pdf	388858	170c2f507c7ef5bc9738da7fc614b6b0fb37a201	5	14253	f4ca1d5470667e08cbe5b0150b5edee28f3556b3	1934	1934-03-26			1934-03-26	26	99405	0	0	0		
BEs 1934\MARÇO\28\99406\00000027.pdf	1478089	ae5725f28ba137048846fb70042a3a1c8d1d4d44	16	82842	d36cb90f35b84743efaa96211cd4de38726a6e66	1934	1934-03-28			1934-03-28	27	99406	2	0	0	superior:ordinaria:20:1934-03-13:2;superior:ordinaria::1934-03-13:2	
BEs 1934\MARÇO\31\99407\00000028.pdf	729211	e92972399653af0ea62483954476d73bd0a3adc1	9	37816	73374413314495297057dd571d449b035d089d29	1934	1934-03-31			1934-03-31	28	99407	0	0	0		
BEs 1934\NOVEMBRO\03\99662\00000001.pdf	2814295	ba3dcef8c5a778023ddc8dbdeb471ae892fabd9b	40	117870	ab6cd33ae43ab6411aaf1af7066a4df1b9ebb054	1934	1934-11-03			1934-11-03	115	99662	0	0	0		
BEs 1934\NOVEMBRO\07\99664\00000002.pdf	6835385	44b6b7f4ea1fa1063dc3b2319a4163efc4520ad4	97	293927	3863277c0bf05cb5fa6e8b623333d05e40d6c256	1934	1934-11-07			1934-11-07	16	99664	0	0	0		
BEs 1934\NOVEMBRO\10\99666\00000003.pdf	6730455	fc7bfa4f199af0e1d2cf03bd143f6d1505a04f24	97	293753	4030d791a5d456dc8b2b4e1725a74017878b7748	1934	1934-11-10			1934-11-10	117	99666	0	0	0		
BEs 1934\NOVEMBRO\14\99668\00000004.pdf	4179468	0b1832cfbbf0709cdee0bd36f8fa60d2be1681dd	63	185647	faa3a89538fe9e128495a06df18183895448d928	1934	1934-11-14			1934-11-06		99668	0	0	0		data_divergente
BEs 1934\NOVEMBRO\17\99670\00000005.pdf	5416404	e654a0a113f38166aef853a3dc5bf443201ce928	78	234518	2ad38e102321bf919a94f15cc9d5dfd085175f93	1934	1934-11-17			1934-10-30		99670	0	0	0		data_divergente
BEs 1934\NOVEMBRO\21\99672\00000006.pdf	7702887	00553c149f8fd9af4c19da44dac9ecfee8c78610	113	339940	8f517d3f081e955249516c27a84fbddf8b7a1842	1934	1934-11-21			1934-11-21	120	99672	0	0	0		
BEs 1934\NOVEMBRO\24\99674\00000007.pdf	9236834	0dbc7e304358e7d5bfb4cd5890d69db81c0dd65a	129	391615	88eed5ecfb6596b854b28a83621638293af09920	1934	1934-11-24					99674	0	0	0		
BEs 1934\NOVEMBRO\28\99681\00000008.pdf	8654733	d5870b9de5d636cdb3851d0f34a4415e627b16c0	121	365549	bdaa28297b1cc9f7109edfcc59ce9dc8176228d2	1934	1934-11-28			1934-11-28		99681	0	0	0		
BEs 1934\OUTUBRO\00000001 (n. 101- 1934).pdf	6924270	43c4b1fb3232a118b6b2082edfb6cfd53b22b25a	65	385671	0b335b40613fcae54a33216c6664dd7e46aa1989	1934	1934-10			1934-10-01	101		0	1	0	regional:extraordinaria::1934-08-30:3	
BEs 1934\OUTUBRO\00000002 (suplemento n. 101).pdf	31507113	9098081d3fa3f97301948c94e2dee551dbbfcb79	351	1719572	8f5014fd0f2302c20228720c6d1b567ded82e73f	1934	1934-10						0	0	0		
BEs 1934\OUTUBRO\03\99663\00000003.pdf	3262620	6faa0f1134b384dc61bfc56e77e2cb04766bbba7	33	180168	51e5a9188a5a3f5f3e625885f7905145877039dc	1934	1934-10-03			1934-10-03	102	99663	0	1	0	regional:::1934-09-04:4	
BEs 1934\OUTUBRO\03\99665\00000004.pdf	17159205	a906161358b2d865c99c383ada061d78f4618f19	199	969212	6451cedf1d39b25a47c821638db32bf283dc850b	1934	1934-10-03					99665	0	0	0		
BEs 1934\OUTUBRO\05\99667\00000005.pdf	10122499	12db91226cef71e7504d8a9e77f520ea387a069c	97	555522	e4e831daa9c9547d2417744da2f43c490ab0699b	1934	1934-10-05			1934-10-05		99667	0	1	0	regional:ordinaria:::7	
BEs 1934\OUTUBRO\08\99669\00000006.pdf	3064928	15fb9e12eff56a12268d71ae57f5a5daf1bd2d25	33	170650	8a2be5eb7e4c502345fe8f5313bd2d04af5e590c	1934	1934-10-08			1934-10-08		99669	0	4	0	regional::234:1934-09-11:3;regional:extraordinaria:235:1934-09-14:3;regional::236::4;regional:extraordinaria::1934-09-21:4	
BEs 1934\OUTUBRO\10\99671\00000007.pdf	10746729	5f4eb23994384ccd1c35a1e96339a9354a19dde9	105	594846	d3fa3a349cb430deecba3eea05760ced6e5b8b12	1934	1934-10-10			1934-10-10	105	99671	0	0	0		
BEs 1934\OUTUBRO\11\99673\00000008.pdf	12864620	167cc769bd5df50884804585027b2af3e21b3480	124	704824	35a5a3d209b3e5b37336dfb6e6dec9ef48932ee9	1934	1934-10-11			1934-10-11	106	99673	0	0	0		
BEs 1934\OUTUBRO\12\99675\00000009.pdf	2593867	c185382217dd063e5743a60e51cf65c9b380382e	29	135777	37ce0c4f952a361c8c6ccac675d56d322c323c72	1934	1934-10-12			1934-10-09		99675	0	0	0		data_divergente
BEs 1934\OUTUBRO\13\99676\00000010.pdf	24442228	7edd4e664163d27d646868841231c4565325f4e8	232	1372975	4ea40fff25bcfe0905f228c022668436bdb2eb45	1934	1934-10-13			1934-10-13		99676	0	0	0		
BEs 1934\OUTUBRO\14\99677\00000011.pdf	560356	8c04d1f5834d7a32548050074cad0e8714081a13	7	26736	938b33ac85dd33d31d5f9861d91319f7bc8fbd1b	1934	1934-10-14			1934-10-14	109	99677	0	0	0		
BEs 1934\OUTUBRO\17\99678\00000012.pdf	363110	de049a44fe8c0496b22e4ea806fde42207ca6577	5	15420	c9e13f87a582bf79db02a34fb7686930c19581fc	1934	1934-10-17			1934-09-17		99678	0	0	0		data_divergente
BEs 1934\OUTUBRO\20\99679\00000013.pdf	963973	fee6287a668ed4c9b3ff272dcf9be45e85db6e0d	9	50580	975e4b730e9cb7c5621dda5a4744481f65507fa7	1934	1934-10-20			1934-10-20	111	99679	4	0	0	superior:extraordinaria::1934-09-28:3;superior:::1934-10-02:4;superior:extraordinaria::1934-10-01:6;superior:extraordinaria:::7	
BEs 1934\OUTUBRO\24\99680\00000014.pdf	2944244	f4fa07971c0d8228ea2000cbca2dc602ea5650b2	41	129374	d71abf035f25224678dbf7772055c9c79f57d40c	1934	1934-10-24			1934-10-24	112	99680	2	0	0	superior:extraordinaria::1934-10-08:2;superior:ordinaria:66:1934-10-09:2	
BEs 1934\OUTUBRO\27\99683\00000015.pdf	2452521	ae6096bea33208100bbe03bb25056581be1d90b8	34	108261	8843f1d805eca0163fb1ba6bb8ec8d5f8d3cc4dd	1934	1934-10-27			1934-10-27	113	99683	0	0	0		
BEs 1934\OUTUBRO\31\99686\00000016.pdf	3435776	11cbc683f856afaac86215b06a2ccca4f29f75a3	48	147714	8601906168cd4f86d6e686c903b8fbf73a0c1134	1934	1934-10-31			1934-10-31	114	99686	0	0	0		
BEs 1934\SETEMBRO\03\99618\00000001.pdf	2486076	d796cdcb6fe92ac11d5ee0ae6461557a124c5151	25	131688	704ceb0c671b01c17d06480dff1c4c88ac9aadff	1934	1934-09-03			1934-09-03	89	99618	0	0	0		
BEs 1934\SETEMBRO\05\99629\00000002.pdf	1701842	cd5cca3151dd3990eda61c9b612e3d11adce5e5d	17	85859	49d8107fe2405841132e7cda27c8444557fb1689	1934	1934-09-05			1934-09-05	90	99629	0	1	0	regional:::1934-07-24:3	
BEs 1934\SETEMBRO\07\99632\00000003.pdf	5130743	93eb546b6644c73221ce7e39c89e6893c76fa5e9	49	283911	e9fbe4b3cdf1764f54c613b5bb6dc3d045690daf	1934	1934-09-07			1934-09-07	91	99632	0	1	0	regional:extraordinaria::1934-07-27:5	
BEs 1934\SETEMBRO\10\99637\00000004.pdf	3095990	25caaeb9c5ffa69e49d4f09106ed64e8d235fb4b	31	170116	abd45b41896eb72c1d9a5408b98ea825c4170c79	1934	1934-09-10			1934-09-10	92	99637	0	2	0	regional::::4;regional:::1934-08-07:5	
BEs 1934\SETEMBRO\12\99639\00000005.pdf	6699604	d42cf855976e7a0f49e87c4bad62d23b681a096c	62	350156	01b79f71539d83783b2f18bc9ebc28e96da359b3	1934	1934-09-12			1934-09-12	93	99639	0	1	0	regional:extraordinaria:225:1934-08-10:4	
BEs 1934\SETEMBRO\14\99641\00000006.pdf	4963395	6e5a1153c3c3848de33647abfb3f75907d6ead06	46	253843	c23037db76bd8368eaa1077685468a2d2101ac21	1934	1934-09-14			1934-09-14	94	99641	0	1	0	regional:extraordinaria::1934-08-17:6	
BEs 1934\SETEMBRO\17\99642\00000007.pdf	11074263	a161b3f7377d086d9f1e3703f6225f2cef539ee7	97	575800	830cbc01d9e4a38de3b7d2678216d9aebe7d9c0c	1934	1934-09-17			1934-09-17	95	99642	3	0	0	superior:ordinaria::1934-08-21:2;superior:::1934-08-22:3;superior:extraordinaria:229::3	
BEs 1934\SETEMBRO\19\99647\00000008.pdf	14440810	89f79ca39e2302fcce62ef71b1b636fd89e642c8	128	743393	89b7a426e9ca96c4b3a2290acc36a514d93f5bd7	1934	1934-09-19			1934-09-12		99647	1	0	0	superior:extraordinaria::1934-08-24:2	data_divergente
BEs 1934\SETEMBRO\21\99653\00000009.pdf	7288533	3b8fae4f2a0e481bd96f0075b3a08dd09e2faec4	65	378590	d9f0f39aafa4d74177433d6615fd1ffaaec06221	1934	1934-09-21			1934-09-21		99653	5	0	0	superior:ordinaria::1934-08-28:2;superior:extraordinaria:::3;superior:ordinaria::1934-09-04:4;superior:extraordinaria::1934-09-08:5;superior:ordinaria::1934-09-11:6	
BEs 1934\SETEMBRO\24\99656\00000010.pdf	12839116	0155b355ce337884a5bc682a7046d70775f225bf	112	661852	96b9f0f64a25d080e1d92f1a7267efa92292ffca	1934	1934-09-24			1934-09-24	98	99656	1	0	0	superior:::1934-08-28:3	
BEs 1934\SETEMBRO\26\99658\00000011.pdf	7185896	9101b8e3cd40d94f0d2d2c15e865bc45f7c4c185	65	368149	dd7ba26cbabd0d0585dfcedec9735020f961d8d4	1934	1934-09-26			1934-09-26	99	99658	1	0	0	superior:ordinaria::1934-09-18:2	
BEs 1934\SETEMBRO\28\99659\00000012.pdf	3007562	8bc88f534fd42acccf195803861c9566ef630b84	30	155784	8595f1004779bc905bd679b89675f8e0686e8d94	1934	1934-09-28			1934-09-28	100	99659	0	0	0		
BEs 1935\ABRIL\02\BE 02-04-1935.pdf	5759452	1255e87ae49ea237d0d4e14e61ff2038a1fd2d83	8	43388	4d3ec17ccd25046ec1ae2f580008abe77a0e0669	1935	1935-04-02	1935-04-02		1935-04-02	42		1	0	0	superior:ordinaria:23::2	
BEs 1935\ABRIL\03\99710\00000014.pdf	1537821	3ca5c550dd398e7e87150aaad103dff2ccbbfcdd	16	74170	fb6235b97d3087966645c1f52c6416f09bc3f818	1935	1935-04-03			1935-04-03	13	99710	2	0	0	superior:extraordinaria:::3;superior:ordinaria:::3	
BEs 1935\ABRIL\06\99711\00000015.pdf	3108717	8ac4466b6dd754a842a935071f63ed2ae0c4ba16	31	159985	3939b4228fd9858bedac6d7f7437de64257be713	1935	1935-04-06			1935-04-06	44	99711	0	0	0		
BEs 1935\ABRIL\10\99712\00000016.pdf	4160885	ab6e5aa58255b95ff22b5c9a35c1c2baeb620047	32	221922	ddcbb649a6a1b3382c0aa571cd0d8ffbe15be2fd	1935	1935-04-10			1935-04-10	45	99712	0	0	0		
BEs 1935\ABRIL\11\99713\00000017.pdf	4830578	4c80c676bbcb23465e580cbd8377e54f14ececba	41	243166	cad5e2b51c3a5ae92dbf98ca555d8eb5c5f66249	1935	1935-04-11			1935-04-11	46	99713	0	0	0		
BEs 1935\ABRIL\13\99714\00000018.pdf	1597597	3232c38d29fbdd9f4e6ce64b988aaf2fcaac6816	17	77609	3280a769e7733837f197b9fb789b4959ab572ab3	1935	1935-04-13			1935-04-13	47	99714	1	0	0	superior:ordinaria:::5	
BEs 1935\ABRIL\17\99715\00000019.pdf	1812172	522f9a9afe3ca336b187c1d71413a86336a8fd59	17	91571	0defc94488651487386c6d9ca43de7c551d4603b	1935	1935-04-17			1935-04-17	48	99715	3	0	0	superior:extraordinaria:8::3;superior:ordinaria:30::3;superior:extraordinaria:::4	
BEs 1935\ABRIL\20\99716\00000020.pdf	2478149	54e0daca26dd161e0e738000a5b043a108593fa7	25	122756	59d199cfb7dcfe0e9f09afceaf6e26188a64a471	1935	1935-04-20			1935-04-20	49	99716	3	0	0	superior:ordinaria:32:1935-04-12:2;superior:ordinaria:33:1935-04-15:3;superior:extraordinaria:10:1935-04-16:3	
BEs 1935\ABRIL\24\99717\00000021.pdf	694967	ac4720074dc23f71a4c753b8c345444e953092fb	9	26643	448d4ce0ecc9595a200ad27767db888de3fef648	1935	1935-04-24					99717	0	0	0		
BEs 1935\ABRIL\25\99718\00000022.pdf	3762867	e53836b932dd6b66b9ff9d787909c8329bf8bc25	33	189568	660f464a41e0966f8fc8114ed99f372e582ab618	1935	1935-04-25			1935-04-12		99718	0	0	0		data_divergente
BEs 1935\ABRIL\27\99719\00000023.pdf	5404682	226c95b3bdf66591e32122fd2be698489e3c02e1	48	275337	7d306274f0d5e69cbb975f02d34d5b77bccf3d08	1935	1935-04-27			1935-04-27	52	99719	3	0	0	superior:ordinaria:34:1935-04-17:2;superior:ordinaria:35:1935-04-22:3;superior:extraordinaria::1934-12-05:21	
BEs 1935\AGOSTO\01\99769\00000013.pdf	1673817	9d0ccabe2426d6d6b050b6f807be89591058c46b	17	87692	dac7609a71e7694c89d1f002ae3cbacfabc7019b	1935	1935-08-01			1935-08-01	86	99769	1	0	0	superior:ordinaria::1935-07-17:2	
BEs 1935\AGOSTO\03\99770\00000014.pdf	1790384	6f75f24f53a5558b3a7038a12ec7b996640b4c34	17	89451	e9a97a665b76efbe2f35546cdf8ffd4cabc1a7d1	1935	1935-08-03			1935-01-15		99770	0	0	0		data_divergente
BEs 1935\AGOSTO\06\99771\00000015.pdf	1493009	c563d8e24223a6048364ac321a51209c673dfc87	17	73264	fadc609e26caf19fe1053cf527793fe27c0b0f0f	1935	1935-08-06			1935-08-06		99771	0	0	0		
BEs 1935\AGOSTO\08\99772\00000016.pdf	1620121	3bc775017f362a05b1fa17e253958c61be430710	17	82059	992d837e9453ad9fe27c2f8c5f43316d47a3b1bf	1935	1935-08-08			1935-08-08	89	99772	2	0	0	superior:ordinaria:71:1935-07-19:3;superior:ordinaria:72:1935-07-22:4	
BEs 1935\AGOSTO\10\99773\00000017.pdf	1575017	5374205dc7a8f710b12a92ccfc4868b6ab151656	17	81967	38b86c7d04c72455167b195613300a54184573b6	1935	1935-08-10			1935-08-10	90	99773	2	0	0	superior:ordinaria:::3;superior:ordinaria:74::3	
BEs 1935\AGOSTO\13\99774\00000018.pdf	1613504	3512cdb1660360bd80c82a43f31b33d08fc13fd6	16	84097	b9662318205f2d9cedca51984b7bffa8ebd86193	1935	1935-08-13			1935-08-13	91	99774	0	2	0	regional:::1935-07-17:9;regional::37:1935-07-29:11	
BEs 1935\AGOSTO\15\99775\00000019.pdf	1375836	c3f33842d27aa1872c63be37da77daa876bc14a5	16	69588	ac099e3414099cf4c2d6f1ac3bb0f73e7f7cc62c	1935	1935-08-15			1935-08-15	92	99775	0	0	0		
BEs 1935\AGOSTO\17\99776\00000020.pdf	1710442	a2c8771ba871b0a796731acba006addcafbcb949	17	86724	f595693f6940d39b0bc908b8540f307f0a27545f	1935	1935-08-17			1935-08-17	93	99776	0	0	0		
BEs 1935\AGOSTO\20\99777\00000021.pdf	1659735	d2db24cbd539fbcf773b1eba7bc82a1d5efc95f8	16	87719	a4e662c447cd1e6736a91411a257565cd1c40528	1935	1935-08-20			1935-08-20	94	99777	2	0	0	superior:ordinaria::1935-08-05:3;superior:ordinaria:::3	
BEs 1935\AGOSTO\22\99778\00000022.pdf	1374767	84b724eac3c188598b8667ec2ef00b321735ff26	16	71712	83630b5fdd48c37f8fe2fff4d315f6a54751aa66	1935	1935-08-22			1935-08-22	95	99778	1	1	0	superior:ordinaria:82:1935-08-11:3;regional:::1935-08-07:5	
BEs 1935\AGOSTO\24\99779\00000023.pdf	1525467	ec5783ad773def7a025e7b9c99c185f485d99ad6	16	79026	d6dc9a6ea8d47750f630df8fa9c34a068aa9ceaa	1935	1935-08-24			1935-08-22		99779	0	0	0		data_divergente
BEs 1935\AGOSTO\27\99780\00000024.pdf	1687660	f71576cf7ea821232ae9dc21a606cf526aeda7c4	17	91097	2d1de26ba3ec03409cad7d4d013853f0e6376112	1935	1935-08-27			1935-08-27		99780	0	0	0		
BEs 1935\AGOSTO\29\99781\00000025.pdf	1651379	505ded87beb49850ef2298fc7b2a0d20102ce76c	17	89296	f1c00085d1ece7ffd00c1fa2f63fdfcd471aabb1	1935	1935-08-29			1935-08-29	98	99781	2	0	0	superior:ordinaria:83::2;superior:ordinaria::1935-08-19:3	
BEs 1935\AGOSTO\31\99782\00000026.pdf	1495347	eed154b2b982c6c3e70f238513c8b1d4b342898d	17	75993	f5b91b4882d2cfbb46dc6c87da454481bd2d2e7c	1935	1935-08-31			1935-08-31	09	99782	0	0	0		
BEs 1935\DEZEMBRO\03\99914\00000014.pdf	2385316	8bbe3a680dd20d51a467ca6894fb02019b3f408e	25	127754	582eb1ba53c11ade930b7bd545583a429894f40c	1935	1935-12-03			1935-12-03		99914	0	0	0		
BEs 1935\DEZEMBRO\05\99915\00000015.pdf	2576594	15002b891afaf897882808a328a60e9dbadb1cc7	25	137112	6e159e77e9de41e1067f3284d668346447c3c9c6	1935	1935-12-05			1935-12-04		99915	2	0	0	superior:ordinaria:122::2;superior:ordinaria::1935-11-29:3	data_divergente
