row_number,numero_processo,tema,before_ramo,after_ramo,before_subramo,after_subramo,method,reason,llm_error
559,1023060-87.2018.4.01.0000,Possibilidade de reconhecimento ex officio da impenhorabilidade de valores bloqueados via Bacenjud e aplicação de matérias de ordem pública em qualquer fase processual,Direito Processual Civil,Direito Processual Civil,"Processo Civil Geral, Processo de Execução","Processo Civil Geral, Tutela Provisória",api,scope_all,
560,1001529-08.2019.4.01.0000,Possibilidade de redirecionamento da execução fiscal para o espólio diante de óbito do contribuinte e requisito da citação prévia do devedor,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",api,scope_all,
561,1017252-43.2019.4.01.9999,Obrigatoriedade de inscrição em conselho profissional quando a atuação se limita à participação societária sem prestação de serviços de administração e a controvérsia sobre cobranç,Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Regulação Profissional","Regulação Profissional, Direito Administrativo Sancionador",api,scope_all,
562,1007075-27.2018.4.01.3800,Obrigação da administração tributária de decidir processos fiscais no prazo legal de 360 dias previsto na Lei 11.457/2007 e configuração de mora administrativa pelo atraso superior,Direito Administrativo,Direito Administrativo,"Direito Tributário, Processo Administrativo","Processo Administrativo, Processo Administrativo Tributário",api,scope_all,
563,1000684-94.2019.4.01.3000,Obrigatoriedade de Anotação de Responsabilidade Técnica (ART) para pessoa jurídica prestadora de concreto usinado e conflito com registro no CREA,Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Regulação Profissional","Regulação Profissional, Servidores Públicos",api,scope_all,
564,0006045-79.1996.4.01.3400,Execução fiscal extinta nos termos do art. 26 da Lei 6.830/1980 e controvérsia sobre a fixação de honorários advocatícios aplicando-se o princípio da causalidade,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Honorários Advocatícios",api,scope_all,
565,1015051-58.2017.4.01.3400,Natureza jurídica da contribuição ao Instituto Nacional de Colonização e Reforma Agrária como contribuição de intervenção no domínio econômico e sua incidência sobre folha de pagam,Direito Constitucional,Direito Constitucional,"Direito Administrativo, Direito Tributário","Direito Constitucional Tributário, Direitos e garantias fundamentais",api,scope_all,
566,1028065-22.2020.4.01.0000,"Incidência das contribuições parafiscais (Sistema S), Incra e salário-educação sem aplicação do limite de vinte salários-mínimos em razão da revogação promovida pela Lei 8.212/1991",Direito Previdenciário,Direito Previdenciário,"Contribuições Sociais, Seguridade Social","Contribuições Previdenciárias, Direito Previdenciário Contributivo",api,scope_all,
567,0000445-52.2020.4.01.0000,"Conflito negativo de competência sobre remessa de inquéritos por associação e contrabando de cigarros, discutindo necessidade de elementos materiais mínimos e conclusivos para redi",Direito Penal,Direito Penal,"Criminalística, Processo Penal","Processual Penal, Criminalística",api,scope_all,
568,1009580-25.2017.4.01.3800,Reconhecimento de tempo de atividade rural especial por prova material e testemunhal e conversão para tempo comum mesmo em períodos anteriores à legislação específica,Direito Previdenciário,Direito Previdenciário,"Previdência Social, Seguridade Social","Previdenciário Substantivo, Benefício previdenciário",api,scope_all,
569,1017000-20.2017.4.01.3400,"Direito à promoção do militar anistiado relativo às promoções adquiridas na ativa, limitado ao quadro de carreira vigente na época da anistia, com efeitos e pagamento de parcelas v",Direito Público,Direito Militar,"Direito Administrativo, Direito Constitucional","Servidores Públicos, Direito Administrativo Militar",api,scope_all,
570,0026947-18.2003.4.01.3300,"Ação civil pública improcedente para discutir descontos facultativos em contracheques de servidor público quando se tratar de direitos individuais disponíveis e divisíveis, vedada ",Direito Público,Direito Público,"Direito Administrativo, Direito Processual Civil","Direito Administrativo, Processo Coletivo",api,scope_all,
571,0007866-72.2015.4.01.3200,"Obrigação de manutenção de atividades mínimas por servidores em greve para assegurar continuidade e fiscalização de serviços essenciais da Suframa, sem provocar perda de objeto pro",Direito Administrativo,Direito Administrativo,"Direito Processual Administrativo, Serviço Público","Serviços Públicos, Processo Administrativo",api,scope_all,
572,0001063-24.2016.4.01.3302,Aplicabilidade da notificação prévia prevista no Decreto‑Lei 201/1967 a ex‑prefeito que não mais detém mandato eletivo e efeitos processuais,Direito Administrativo,Direito Administrativo,"Licitude administrativa, Responsabilidade civil e penal do agente público","Serviço Público e Regime Jurídico, Controle de Atos Administrativos",api,scope_all,
573,1031776-35.2020.4.01.0000,Paciente preso por não pagamento de fiança: reconhecimento de constrangimento ilegal e concessão de liberdade provisória devido à hipossuficiência e excepcionalidade das prisões pr,Direito Penal,Direito Penal,"Direitos Fundamentais, Processo Penal","Direitos e garantias fundamentais, Processual Penal",api,scope_all,
574,1005691-15.2020.4.01.3200,Pedido de restituição de bens apreendidos em flagrante condicionada à prova da propriedade e à ausência de hipóteses legais de perdimento,Direito Penal,Direito Penal,"Direito Material Penal, Processo Penal","Direito Penal Material, Processual Penal",api,scope_all,
575,0005126-68.2011.4.01.3302,"Configuração de ato de improbidade administrativa decorrente de licitação e execução de Programa de Atenção Básica, com controvérsia sobre exigência de dolo para arts. 9 e 11 e cul",Direito Administrativo,Direito Administrativo,"Improbidade Administrativa, Licitações e Contratos Públicos","Improbidade Administrativa, Licitações e Contratos Administrativos",api,scope_all,
577,0064693-22.2014.4.01.3400,"Ação popular sobre nulidade de concurso público em razão de vínculo profissional entre candidato e examinadores, com disputa sobre configuração de favorecimento e suspeição",Direito Administrativo,Direito Administrativo,"Controle Administrativo, Servidor Público","Controle de Atos Administrativos, Serviço Público",api,scope_all,
578,0005516-42.2006.4.01.4101,Validade da autuação em flagrante assinada pelo condutor e necessidade da segunda notificação para regularidade do processo administrativo de trânsito,Direito Administrativo,Direito Administrativo,"Processo Administrativo Disciplinar, Trânsito","Trânsito, Processo Administrativo",api,scope_all,
579,0002872-22.2012.4.01.3809,"Responsabilidade civil do INSS por publicação de edital de cobrança que expõe herdeiros como supostos beneficiários indevidos, caracterizando abuso de direito e dano moral presumid",Direito Civil,Direito Civil,"Direito Previdenciário, Responsabilidade Civil","Responsabilidade Civil Estatal, Direito Previdenciário",api,scope_all,
580,0005805-57.2014.4.01.3304,Revisão contratual em financiamento imobiliário SFH por doença superveniente e inaplicabilidade da teoria da imprevisão diante de mora anterior e risco de consolidação da proprieda,Direito Civil,Direito Civil,"Contratos, Direitos do Consumidor","Contratos, Responsabilidade Civil",api,scope_all,
581,1003481-89.2019.4.01.3502,Ilegitimidade da inclusão do ICMS na base de cálculo do PIS e da COFINS por não integrar o faturamento ou receita tributável da pessoa jurídica,Direito Tributário,Direito Tributário,"Contribuições Sociais, Tributação direta","Tributação Federal, Contencioso Administrativo e Judicial Tributário",api,scope_all,
582,0001634-53.2016.4.01.3606,Incidência da prescrição intercorrente trienal em execução fiscal paralisada por mais de três anos e repercussões sobre honorários advocatícios e ônus da sucumbência,Direito Administrativo,Direito Administrativo,"Direito Processual Civil, Direito Tributário","Execução Fiscal e Precatórios, Processo Administrativo Fiscal",api,scope_all,
583,1038659-32.2019.4.01.0000,Penhora de valores em conta de pessoa jurídica versus impenhorabilidade salarial e exigência de prova cabal de destinação exclusiva à folha em execução fiscal,Processual Civil,Direito Processual Civil,"Execução fiscal, Processo de Execução","Execução fiscal, Execução",api,scope_all,
584,1022462-02.2019.4.01.0000,Admissibilidade da exceção de pré-executividade em execução fiscal diante de vício manifesto na certidão de dívida ativa e necessidade de prova para afastar presunção de certeza e ,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Direito Tributário Processual",api,scope_all,
585,0022657-82.2011.4.01.0000,"Admissibilidade de penhora via BacenJud diante de valores bloqueados considerados irrisórios em face do montante executado, conforme entendimento pacífico do STJ",Direito Processual Civil,Direito Processual Civil,"Medidas Satisfativas, Processo de Execução","Execução fiscal, Tutela Provisória",api,scope_all,
586,0015419-46.2010.4.01.0000,Reiteração de pedido de penhora na execução civil exigindo prova de alteração da situação econômica do executado para justificar nova medida constritiva,Processual Civil,Direito Processual Civil,"Execução Civil, Tutela Provisória","Execução Civil, Tutela Provisória",api,scope_all,
587,0040174-37.2010.4.01.0000,Recusa do credor à nomeação à penhora de título da dívida pública sem cotação em bolsa e violação da ordem legal de penhora,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Execução Fiscal e Precatórios",api,scope_all,
588,0020699-78.2009.4.01.3800,Possibilidade de concessão de aposentadoria especial diante da eficácia comprovada do EPI e necessidade de exame do conjunto probatório sobre exposição a agentes nocivos,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Benefício previdenciário, Processo administrativo e judicial previdenciário",api,scope_all,
589,1009951-35.2020.4.01.0000,"Análise e rejeição da suspeição de magistrado por manifestações públicas sem relação direta com o processo, mantendo decisão unânime",Processual Civil,Direito Processual Civil,"Processo Civil, Ética e Impedimento Judicial","Processo Civil, Competência Judicial",api,scope_all,
590,0045750-69.2014.4.01.0000,Ação rescisória por suposta ofensa a dispositivo processual sobre reconhecimento de benefício fiscal em serviços hospitalares e vedação à inovação argumentativa,Direito Tributário,Direito Tributário,"Processo Civil, Tributário Substantivo","Tributação sobre rendimentos, Direito Tributário Processual",api,scope_all,
