Tema,Julgado em,Tese Firmada,Processo,Questão submetida a julgamento,Anotações NUGEPNAC 1,Informações Complementares,Repercussão Geral,Órgão Julgador,Situação do Tema,Ramo do direito,Subramos,Relator Atual,Tribunal de Origem,Trânsito em Julgado,Ref_Sum,Súmula Originada do Tema,Súmula Originária do PUIL,Data de Afetação,Delimitação do Julgado,Estado de Deduplicação,Número de Registro,RRC,Entendimento Anterior,Observação de Afetação,Audiência Pública,Data de Admissão,Data de teração da Tese Firmada,Data de Desafetação,Embargo de Divergência,Embargos de Declaração,Observação de Admissão,Observação de Desafetação,Observação de Recusa,Relator que Afetou o Processo,Referência,Processo STF,Vista MPF
151,,A indenização recebida pela adesão a programa de incentivo à demissão voluntária não está sujeita à incidência do imposto de renda.,REsp 1112745/SP,"Discute que as verbas recebidas a título de ""compensação espontânea"" e ""gratificação não habitual"", independentemente no nome que possuem, são decorrentes de Programa de Demissão Voluntária - PDV, havendo que ser aplicado o enunciado da Súmula 215 do STJ, que reconhece a não incidência do imposto de renda nessas hipóteses.","RRC de Origem (art. 543-C, §1º, do CPC/73).
Situação em que a chamada ""compensação espontânea"" foi paga em contexto de PDV.",,,1ª Seção,Trânsito em Julgado,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física, Crédito Tributário, Base de Cálculo",MAURO CAMPBELL MARQUES,TRF3,05/04/2010,215,,,,,Único,200900555243,Sim,,,,,,,,,,,,MAURO CAMPBELL MARQUES,"Súmula 215/STJ - ""A indenização recebida pela adesão a programa de incentivo à demissão voluntária não está sujeita à incidência do imposto de renda"".",,
152,,"Para efeito de apuração de sucumbência, em demanda que tem por objeto a atualização monetária de valores depositados em contas vinculadas do FGTS, ""devese levar em conta o quantitativo de pedidos (isoladamente considerados) que foram deferidos em contraposição aos indeferidos, sendo irrelevante o somatório dos índices"".",REsp 1112747/DF,Questão referente aos maiores índices expurgados do FGTS para fins de apuração de sucumbência.,"RRC de Origem (art. 543-C, §1º, do CPC/73).",,,1ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Partes e Procuradores, Sucumbência",DENISE ARRUDA,TRF1,05/04/2010,,,,,,Único,200900559966,Sim,,,,,,,,,,,,DENISE ARRUDA,,,
153,09/09/2009,É legítima a cobrança da tarifa de água fixada de acordo com as categorias de usuários e as faixas de consumo.,REsp 1113403/RJ,"Questão referente ao reconhecimento da inexigibilidade da tarifa cobrada pelo fornecimento de água e tratamento de esgoto, em que o Tribunal de origem decidiu que (a) é legítima a cobrança progressiva da tarifa de água e (b) a prescrição aplicável ao caso é quinquenal, nos termos do art. 27 do Código de Defesa do Consumidor.","RRC de Origem (art. 543-C, §1º, do CPC/73).
É legal a cobrança do serviço de fornecimento de água mediante tarifa progressiva escalonada de acordo com o consumo.",,,1ª Seção,Trânsito em Julgado,DIREITO ADMINISTRATIVO,"Serviços, Água e/ou Esgoto, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",TEORI BINO ZAVASCKI,TJRJ,03/03/2010,,407,,,,Único,200900156853,Sim,,,,,,,,,,,,TEORI BINO ZAVASCKI,,,
154,09/09/2009,A ação de repetição de indébito de tarifas de água e esgoto sujeitase ao prazo prescricional estabelecido no Código Civil.,REsp 1113403/RJ,"Questão referente ao reconhecimento da inexigibilidade da tarifa cobrada pelo fornecimento de água e tratamento de esgoto, em que o Tribunal de origem decidiu que (a) é legítima a cobrança progressiva da tarifa de água e (b) a prescrição aplicável ao caso é quinquenal, nos termos do art. 27 do Código de Defesa do Consumidor.","RRC de Origem (art. 543-C, §1º, do CPC/73).","É aplicável ao caso a prescrição estabelecida no Código Civil de 1916 (cf. esclarecido no julgamento dos embargos de declaração no REsp 1.113.403/RJ, acórdão publicado no DJe de 18/12/2009).",,1ª Seção,Trânsito em Julgado,DIREITO ADMINISTRATIVO,"Serviços, Água e/ou Esgoto, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Atos Administrativos",TEORI BINO ZAVASCKI,TJRJ,03/03/2010,,412,,,,Único,200900156853,Sim,,,,,,,,,,,,TEORI BINO ZAVASCKI,,,
154,,A ação de repetição de indébito de tarifas de água e esgoto sujeitase ao prazo prescricional estabelecido no Código Civil.,REsp 1308859/RJ,"Questão referente ao reconhecimento da inexigibilidade da tarifa cobrada pelo fornecimento de água e tratamento de esgoto, em que o Tribunal de origem decidiu que (a) é legítima a cobrança progressiva da tarifa de água e (b) a prescrição aplicável ao caso é quinquenal, nos termos do art. 27 do Código de Defesa do Consumidor.","RRC de Origem (art. 543-C, §1º, do CPC/73).","É aplicável ao caso a prescrição estabelecida no Código Civil de 1916 (cf. esclarecido no julgamento dos embargos de declaração no REsp 1.113.403/RJ, acórdão publicado no DJe de 18/12/2009).",,1ª Seção,Trânsito em Julgado,DIREITO ADMINISTRATIVO,"Serviços, Água e/ou Esgoto, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Atos Administrativos",BENEDITO GONÇALVES,TJRJ,,,412,,,,Duplicado,201102687998,Não,,,,,,8/29/2012,,,,Afetação cancelada (aplicado entendimento firmado no julgamento do Tema 565/STJ - REsp 1.339.313/RJ). (29/08/2012),,BENEDITO GONÇALVES,,,
155,09/09/2009,A ação de repetição de indébito de tarifas de água e esgoto sujeitase ao prazo prescricional estabelecido no Código Civil.,REsp 1113403/RJ,"Questão referente ao reconhecimento da inexigibilidade da tarifa cobrada pelo fornecimento de água e tratamento de esgoto, em que o Tribunal de origem decidiu que (a) é legítima a cobrança progressiva da tarifa de água e (b) a prescrição aplicável ao caso é quinquenal, nos termos do art. 27 do Código de Defesa do Consumidor.","RRC de Origem (art. 543-C, §1º, do CPC/73).","É aplicável ao caso a prescrição estabelecida no Código Civil de 1916 (cf. esclarecido no julgamento dos embargos de declaração no REsp 1.113.403/RJ, acórdão publicado no DJe de 18/12/2009).",,1ª Seção,Trânsito em Julgado,DIREITO ADMINISTRATIVO,"Serviços, Água e/ou Esgoto, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Atos Administrativos",TEORI BINO ZAVASCKI,TJRJ,03/03/2010,,412,,,,Único,200900156853,Sim,,,,,,,,,,,,TEORI BINO ZAVASCKI,,,
155,,A ação de repetição de indébito de tarifas de água e esgoto sujeitase ao prazo prescricional estabelecido no Código Civil.,REsp 1308859/RJ,"Questão referente ao reconhecimento da inexigibilidade da tarifa cobrada pelo fornecimento de água e tratamento de esgoto, em que o Tribunal de origem decidiu que (a) é legítima a cobrança progressiva da tarifa de água e (b) a prescrição aplicável ao caso é quinquenal, nos termos do art. 27 do Código de Defesa do Consumidor.","RRC de Origem (art. 543-C, §1º, do CPC/73).","É aplicável ao caso a prescrição estabelecida no Código Civil de 1916 (cf. esclarecido no julgamento dos embargos de declaração no REsp 1.113.403/RJ, acórdão publicado no DJe de 18/12/2009).",,1ª Seção,Trânsito em Julgado,DIREITO ADMINISTRATIVO,"Serviços, Água e/ou Esgoto, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Atos Administrativos",BENEDITO GONÇALVES,TJRJ,,,412,,,,Duplicado,201102687998,Não,,,,,,8/29/2012,,,,Afetação cancelada (aplicado entendimento firmado no julgamento do Tema 565/STJ - REsp 1.339.313/RJ). (29/08/2012),,BENEDITO GONÇALVES,,,
156,,"Será devido o auxílioacidente quando demonstrado o nexo de causalidade entre a redução de natureza permanente da capacidade laborativa e a atividade profissional desenvolvida, sendo irrelevante a possibilidade de reversibilidade da doença.",REsp 1112886/SP,Questão referente à egação de impossibilidade de condicionamento da concessão do benefício acidentário à irreversibilidade da moléstia incapacitante.,"RRC de Origem (art. 543-C, §1º, do CPC/73).",,,3ª Seção,Trânsito em Julgado,DIREITO PREVIDENCIÁRIO,"DIREITO PREVIDENCIÁRIO, Benefícios em Espécie, Auxílio-Acidente (Art. 86)",NAPOLEÃO NUNES MAIA FILHO,TJSP,,,,,,,Único,200900553676,Sim,,,,,,,,,,,,NAPOLEÃO NUNES MAIA FILHO,,,
157,,"Incide o princípio da insignificância aos crimes tributários federais e de descaminho quando o débito tributário verificado não ultrapassar o limite de R$ 20.000,00 (vinte mil reais), a teor do disposto no art. 20 da Lei nº 10.522/2002, com as atualizações efetivadas pelas Portarias 75 e 130, ambas do Ministério da Fazenda.",REsp 1688878/SP,"Discute-se a revisão da tese fixada no REsp nº 1.112.748/TO (representativo de controvérsia) - Tema 157, a fim de adequá-la ao entendimento externado pela Suprema Corte, no sentido de considerar o parâmetro estabelecido nas Portarias nº 75 e 130/MF (vinte mil reais) para aplicação do princípio da insignificância aos crimes tributários federais e de descaminho.","RRC de Origem (art. 543-C, §1º, do CPC/73). Afetação na sessão eletrônica iniciada em 22/11/2017 e finalizada em 28/11/2017 (Terceira Seção).","Há determinação de sobrestamento dos processos com recurso especial e/ou agravo em recurso especial interposto, em tramitação na origem e/ou no STJ (acórdão publicado no DJe de 01/12/2017).",,3ª Seção,Revisado,DIREITO PENAL,"Tipicidade, Princípio da Insignificância, Parte Geral, DIREITO PENAL, Contrabando ou descaminho (art. 334)",SEBASTIÃO REIS JÚNIOR,TRF3,,,,,1/12/2017,,Único,201702016211,Não,"Tese firmada pela Terceira Seção no julgamento do REsp 1.112.748/TO, acórdão publicado no DJe de 13/10/2009 que se propõe a REVISAR: ""DESCAMINHO. Incide o princípio da insignificância aos débitos tributários que não ultrapassem o limite de R$ 10.000,00 (dez mil reais), a teor do disposto no art. 20 da Lei nº 10.522/02"".",,,,,,,,,,,SEBASTIÃO REIS JÚNIOR,,,6/12/2017
157,09/09/2009,"Incide o princípio da insignificância aos crimes tributários federais e de descaminho quando o débito tributário verificado não ultrapassar o limite de R$ 20.000,00 (vinte mil reais), a teor do disposto no art. 20 da Lei nº 10.522/2002, com as atualizações efetivadas pelas Portarias 75 e 130, ambas do Ministério da Fazenda.",REsp 1112748/TO,"Discute-se a revisão da tese fixada no REsp nº 1.112.748/TO (representativo de controvérsia) - Tema 157, a fim de adequá-la ao entendimento externado pela Suprema Corte, no sentido de considerar o parâmetro estabelecido nas Portarias nº 75 e 130/MF (vinte mil reais) para aplicação do princípio da insignificância aos crimes tributários federais e de descaminho.","RRC de Origem (art. 543-C, §1º, do CPC/73). Afetação na sessão eletrônica iniciada em 22/11/2017 e finalizada em 28/11/2017 (Terceira Seção).","Há determinação de sobrestamento dos processos com recurso especial e/ou agravo em recurso especial interposto, em tramitação na origem e/ou no STJ (acórdão publicado no DJe de 01/12/2017).",,3ª Seção,Revisado,DIREITO PENAL,"Tipicidade, Princípio da Insignificância, Parte Geral, DIREITO PENAL, Contrabando ou descaminho (art. 334)",FELIX FISCHER,TRF1,,,,,,,Duplicado,200900566326,Sim,"Tese firmada pela Terceira Seção no julgamento do REsp 1.112.748/TO, acórdão publicado no DJe de 13/10/2009 que se propõe a REVISAR: ""DESCAMINHO. Incide o princípio da insignificância aos débitos tributários que não ultrapassem o limite de R$ 10.000,00 (dez mil reais), a teor do disposto no art. 20 da Lei nº 10.522/02"".",,,,,,,,,,,FELIX FISCHER,,,
157,,"Incide o princípio da insignificância aos crimes tributários federais e de descaminho quando o débito tributário verificado não ultrapassar o limite de R$ 20.000,00 (vinte mil reais), a teor do disposto no art. 20 da Lei nº 10.522/2002, com as atualizações efetivadas pelas Portarias 75 e 130, ambas do Ministério da Fazenda.",REsp 1709029/MG,"Discute-se a revisão da tese fixada no REsp nº 1.112.748/TO (representativo de controvérsia) - Tema 157, a fim de adequá-la ao entendimento externado pela Suprema Corte, no sentido de considerar o parâmetro estabelecido nas Portarias nº 75 e 130/MF (vinte mil reais) para aplicação do princípio da insignificância aos crimes tributários federais e de descaminho.","RRC de Origem (art. 543-C, §1º, do CPC/73). Afetação na sessão eletrônica iniciada em 22/11/2017 e finalizada em 28/11/2017 (Terceira Seção).","Há determinação de sobrestamento dos processos com recurso especial e/ou agravo em recurso especial interposto, em tramitação na origem e/ou no STJ (acórdão publicado no DJe de 01/12/2017).",,3ª Seção,Revisado,DIREITO PENAL,"Tipicidade, Princípio da Insignificância, Parte Geral, DIREITO PENAL, Contrabando ou descaminho (art. 334)",SEBASTIÃO REIS JÚNIOR,TRF1,,,,,1/12/2017,,Duplicado,201702518799,Não,"Tese firmada pela Terceira Seção no julgamento do REsp 1.112.748/TO, acórdão publicado no DJe de 13/10/2009 que se propõe a REVISAR: ""DESCAMINHO. Incide o princípio da insignificância aos débitos tributários que não ultrapassem o limite de R$ 10.000,00 (dez mil reais), a teor do disposto no art. 20 da Lei nº 10.522/02"".",,,,,,,,,,,SEBASTIÃO REIS JÚNIOR,,,6/12/2017
158,,"Também com relação ao recebimento antecipado de 10% (dez por cento) da reserva matemática do Fundo de Previdência Privada como incentivo para a migração para novo plano de benefícios, devese afastar a incidência do imposto de renda sobre a parcela recebida a partir de janeiro de 1996, na proporção do que já foi anteriormente recolhido pelo contribuinte, a título de imposto de renda, sobre as contribuições vertidas ao fundo durante o período de vigência da Lei nº 7.713/88.",REsp 1111177/MG,"Questão referente à averiguação da incidência do imposto de renda sobre os valores recebidos a título de antecipação (""Renda antecipada"") de 10% da ""Reserva Matemática"" de Fundo de previdência privada, como incentivo para a migração para novo plano de benefícios da entidade.","RRC de Origem (art. 543-C, §1º, do CPC/73).
Não incide imposto de renda sobre o valor referente ao recebimento antecipado de 10% (dez por cento) da reserva matemática do Fundo de Previdência Privada (saldo destinado ao pagamento dos benefícios de aposentadoria) como incentivo para a migração para novo plano de benefícios, relativamente à parcela recebida a partir de janeiro de 1996, na proporção do que já foi anteriormente recolhido pelo contribuinte, a título de imposto de renda, sobre as contribuições vertidas ao fundo durante o período de vigência da Lei nº 7.713/88.",Benefício de renda antecipada. FUNCEF.,,1ª Seção,Trânsito em Julgado,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Impostos, IRPF/Imposto de Renda de Pessoa Física, Incidência sobre Proventos de Previdência Privada, Crédito Tributário, Base de Cálculo",BENEDITO GONÇALVES,TRF1,04/11/2009,,,,,,Único,200900285081,Sim,,,,,,,,,,,,BENEDITO GONÇALVES,,,
159,,"A ficção jurídica prevista no art. 11 da Lei nº 9.779/99, não cança situação reveladora de isenção do Imposto sobre Produtos Industrializados IPI que a antecedeu.",REsp 860369/PE,"Questão referente à possibilidade de compensação dos créditos de IPI relativos à aquisição de matérias-primas, insumos e produtos intermediários tributados à alíquota zero, nos moldes dos artigos 11 da Lei nº 9.779/99.","Processos destacados de ofício pelo relator.
O contribuinte não tem direito ao aproveitamento de créditos de IPI decorrentes da aquisição de matéria-prima, material de embalagem e insumos destinados à industrialização de produto sujeito à alíquota zero, apurados em período anterior ao início da vigência do art. 11 da Lei nº 9.779/1999.",,Tema 49/STF - Creditamento de IPI sobre aquisição de insumos ou produtos intermediários aplicados na fabricação de produtos finais sujeitos à alíquota zero ou isentos,1ª Seção,Trânsito em Julgado,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Limitações ao Poder de Tributar, Isenção, Impostos, IPI/ Imposto sobre Produtos Industrializados",LUIZ FUX,TRF5,01/09/2010,,,,,,Único,200601258053,Não,,Decisão de delimitação da questão submetida a julgamento (17/08/2009),,,,,,,,,,LUIZ FUX,,,
160,,"O valor do frete (referente ao transporte do veículo entre a montadora/fabricante e a concessionária/revendedora) integra a base de cálculo do ICMS incidente sobre a circulação da mercadoria, para fins da substituição tributária progressiva (""para frente""), à luz do art. 8º, II, ""b"", da LC nº 87/96.",REsp 931727/RS,"Questão referente à inclusão do valor do frete na base de cálculo do ICMS nas vendas sujeitas à substituição tributária (art. 13, §1º, II, ""b"", da LC nº 87/96).","Processos destacados de ofício pelo relator.
O valor do frete deverá compor a base de cálculo do ICMS, recolhido sob o regime de substituição tributária, somente quando o substituto encontra-se vinculado ao contrato de transporte da mercadoria, uma vez que, nessa hipótese, a despesa efetivamente realizada poderá ser repassada ao substituído tributário (adquirente/destinatário).",,,1ª Seção,Trânsito em Julgado,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, ICMS/ Imposto sobre Circulação de Mercadorias, Crédito Tributário, Base de Cálculo",LUIZ FUX,TJRS,,,,,,,Único,200700474638,Não,,,,,,,,,,,,LUIZ FUX,,RE 639866 - Transitado em julgado,
