questao_TEC,tribunal,banca,ano,questao,gabarito,ramo,subramo
#3177243,TJMT,FGV,2024,"Sobre os crimes contra a Administração Pública, analise as situações a seguir e a tipificação da conduta.
I. Funcionário público que exige, para si ou para outrem, tributo que sabe indevido, pratica, em tese, o crime de excesso de exação.
II. Empresário que solicita quantia em dinheiro a outrem, a pretexto de influir em ato praticado por funcionário público no exercício da função, pratica, em tese, o
crime de corrupção ativa.
III. Advogado que telefona a delegado de polícia, ex-colega de turma, pedindo que, com base em sua amizade, manifeste-se pelo  arquivamento de inquérito
policial sob sua responsabilidade pratica, em tese, o crime de advocacia administrativa.
Está correto o que se afirma em:
a)  I, apenas;
b)  I e II, apenas;
c)  I e III, apenas;
d)  II e III, apenas;
e)  I, II e III.",A,direito penal,Questões Mescladas sobre Crimes contra a Administração Pública (arts. 312 a 359-H do CP)
#2563647,TJES,FGV,2023,"Filomena, camelô irregular, é flagrada por dois agentes da fiscalização municipal, ocasião em que estes anunciam que irão lavrar um auto de infração e apreender
sua mercadoria, levando-a ao depósito público, de onde poderá vir a ser retirada posteriormente, mediante os pagamentos devidos, tudo conforme o previsto na
legislação. Inconformada com o fato, Filomena passa a agredir fisicamente os fiscais, no intuito de impedir que levem sua mercadoria, porém eles reagem, usando força
corporal nos limites necessários para conter Filomena.
Como resultado, Filomena e os fiscais ficam levemente feridos, sendo a mercadoria devidamente apreendida.
Diante do caso narrado, é correto afirmar que:
a)  Filomena praticou o delito de resistência, ao passo que os fiscais cometeram o delito de lesão corporal leve;
b)  Filomena praticou o delito de resistência, na modalidade tentada, ao passo que os fiscais não cometeram crime algum, pois agiram amparados em excludente de
ilicitude;
c)  Filomena praticou o delito de resistência qualificada, ao passo que os fiscais não cometeram crime algum, pois agiram amparados em excludente de ilicitude;
d)  Filomena praticou os delitos de resistência e lesões corporais leves, ao passo que os fiscais não cometeram crime algum, pois agiram amparados em excludente
de ilicitude;
e)  Filomena praticou os delitos de resistência, na modalidade tentada, e lesões corporais leves, ao passo que os fiscais cometeram os crimes de lesão corporal leve
e abuso de autoridade.",D,direito penal,Questões Mescladas sobre Crimes contra a Administração Pública (arts. 312 a 359-H do CP)
#2694957,TJGO,FGV,2023,"Kátia, para evitar ser multada, modifica um dos algarismos da placa de seu automóvel. Certo dia, ao trafegar com o veículo nessa condição, Kátia é surpreendida
por uma blitz da Polícia Militar, em atividade de policiamento ostensivo para prevenção e repressão de crimes, ocasião em que o agente lhe manda parar o automóvel,
vindo ela a deixar de atendê-lo, seguindo com seu veículo.
Diante do caso narrado, a correta adequação típica dos fatos, à luz do ordenamento jurídico penal, é:
a)  fato atípico;
b)  desobediência;
c)  desobediência e evasão;
d)  adulteração de sinal identificador de veículo;
e)  desobediência e adulteração de sinal identificador de veículo.",E,direito penal,Questões Mescladas sobre Crimes contra a Administração Pública (arts. 312 a 359-H do CP)
#2121908,TJSC,FGV,2022,"Narra a denúncia que, no período entre janeiro de 2015 e dezembro de 2016, Jorge desviou dinheiro público, que teve posse em razão do cargo de deputado
estadual, em proveito próprio e alheio, ao indicar Joyce, Cláudio e Marcelo para ocuparem, respectivamente, as funções comissionadas de assessora parlamentar e de
secretários parlamentares em seu gabinete, na Assembleia Legislativa do Estado, sem exigir a integralidade da prestação dos serviços correspondentes. Segundo o
Ministério Público, as nomeações foram fraudulentas, pois os elementos probatórios contidos nos autos demonstram que Joyce, Cláudio e Marcelo, embora nomeados
para o exercício de funções gratificadas na Assembleia Legislativa, no gabinete de Jorge, não prestavam os serviços referentes às funções para as quais foram
designados, limitando-se à realização de atividades de caráter particular, em prol do parlamentar.
Diante desse quadro, é correto afirmar que Jorge desenvolveu:
a) concussão;
b) peculato-desvio;
c) corrupção passiva;
d) peculato-apropriação;
e) conduta atípica.",E,direito penal,Questões Mescladas sobre Crimes contra a Administração Pública (arts. 312 a 359-H do CP)
#3518786,TJCE,FGV,2025,"Matheus, servidor público federal, agindo com dolo e violando o dever de sigilo, entregou a agentes de governo estrangeiro, em desacordo com determinação legal
e regulamentar, documentos classificados, nos termos da lei, como secretos, sendo certo que a revelação destes pode colocar em perigo a preservação da soberania
nacional.
Nesse cenário, considerando as disposições do Código Penal, assinale a opção que indica o crime pelo qual Matheus responderá.
a)  Atentado à integridade nacional, na modalidade simples, com a incidência de uma causa de aumento de pena.
b)  Espionagem, na modalidade simples, com a incidência de uma causa de aumento de pena.
c)  Atentado à integridade nacional, na modalidade simples, sem causas de aumento de pena.
d)  Atentado à soberania, na modalidade qualificada, sem causas de aumento de pena.
e)  Espionagem, na modalidade qualificada, sem causas de aumento de pena.",E,direito penal,Dos Crimes contra o Estado Democrático de Direito (arts. 359-I a 359-T do CP)
#3463035,TRF1,FGV,2025,"O Ministério Público Federal ofereceu denúncia em face de pessoa jurídica e de dois de seus dirigentes, em razão de poluição causada em rio que banha mais de
um estado.
À luz da jurisprudência dos Tribunais Superiores, o juiz deverá:
a)  observar, no que couber, as garantias fundamentais, como, por exemplo, o princípio da intranscendência da pena;
b)  observar que as sanções criminais impostas pela sentença equiparam-se a obrigações cíveis;
c)  observar que a denúncia somente poderá ser recebida se houver imputação concomitante de crime à pessoa física;
d)  observar que, em caso de incorporação, não se admite a transmissão dos efeitos extrapenais da condenação à incorporadora;
e)  rejeitar a denúncia no que toca à pessoa jurídica, porque a falta de capacidade natural de ação, a carência de culpabilidade e a ausência de indicação clara dos
tipos penais impedem a responsabilidade penal dela.",A,direito penal,Jurisprudência dos Tribunais Superiores sobre Princípios do Direito Penal
#3248229,TRF3,FGV,2025,"Assinale a alternativa correta. Tácito, portando arma de fogo, rende entregador dos correios e subtrai furgão cheio de mercadorias. Policiais que avistaram a cena
de longe perseguem o veículo, prendendo Tácito, o qual admite o crime. No momento da sentença, verifica o juiz que consta da folha de antecedentes de Tácito: 3
condenações transitadas em julgado por roubos anteriores a estes fatos, 2 condenações transitadas em julgado por crimes cometidos posteriormente a estes, além de
mais 2 processos em curso. Na dosimetria da pena, poderá o juiz:
a)  Exasperar a pena base com base nas ações em curso, pela conduta pessoal do agente.
b)  Compensar a multireincidência com a confissão, mantendo a pena estipulada na 1ª fase inalterada na 2ª fase.
c)  Reduzir a pena em 1/3, na 1ª fase, por conta da tentativa, considerando a aproximação da consumação do crime.
d)  Utilizar as condenações por crimes posteriores ao roubo, na 1ª fase, como maus antecedentes, e as condenações anteriores na 2ª fase, para agravar a pena.
e)  Utilizar o critério trifásico para estabelecer a dosimetria da pena restritiva de liberdade e da pena de multa.",E,direito penal,Jurisprudência dos Tribunais Superiores sobre Penas
#3370181,TJSC,FGV,2025,"A respeito da agravante da reincidência e da atenuante da confissão espontânea, é correto afirmar, à luz da jurisprudência do Superior Tribunal de Justiça, que:
a)  a confissão parcial, ainda que utilizada para a formação do convencimento do julgador, não autoriza a incidência da atenuante da confissão espontânea;
b) a reincidência específica não impede a compensação integral da respectiva agravante com a atenuante da confissão espontânea;
c)  havendo concurso entre a agravante da reincidência e a atenuante da confissão espontânea, preponderará a primeira;
d)  na hipótese de o réu ser multirreincidente, a agravante da reincidência não preponderará sobre a atenuante da confissão espontânea, em prestígio ao direito
penal do fato, e não do autor;
e)  no concurso de agravantes e atenuantes, a pena deve aproximar-se do limite indicado pelas circunstâncias preponderantes, entendendo-se como tais as que
resultam dos motivos determinantes do crime, da personalidade do agente, da idade da vítima e da reincidência.",B,direito penal,Jurisprudência dos Tribunais Superiores sobre Penas
#3370188,TJSC,FGV,2025,"A respeito da pena de multa, é correto afirmar, à luz da interpretação que os Tribunais Superiores conferem ao Art. 51 do Código Penal, que:
a)  a previsão do Código Penal no sentido de que a pena de multa será considerada dívida de valor retira dela a sua natureza de sanção criminal;
b)  extinta a pena privativa de liberdade ou fixada tão somente a pena de multa, esta será executada no juízo cível, sendo aplicáveis as normas relativas à dívida
ativa da Fazenda Pública, inclusive no que concerne às causas interruptivas e suspensivas da prescrição;
c)  haja vista que o pagamento da pena de multa é direcionado ao fundo penitenciário, a execução compete privativamente à Fazenda Pública;
d)  admite-se a conversão da pena de multa em pena privativa de liberdade, na modalidade de detenção, para o condenado inadimplente que possui condições de
pagar;
e) o inadimplemento da pena de multa, após cumprida a pena privativa de liberdade ou restritiva de direitos, não obsta a extinção da punibilidade, ante a
hipossuficiência do condenado.",E,direito penal,Jurisprudência dos Tribunais Superiores sobre Penas
#3128222,TJSC,FGV,2024,"Sobre as penas restritivas de direito na legislação e na jurisprudência dos tribunais superiores, é correto afirmar que:
a)  a prática de crime contra a mulher com violência ou grave ameaça no ambiente doméstico impossibilita a substituição da pena privativa de liberdade por
restritiva de direitos;
b)  é vedada a substituição de pena privativa de liberdade por pena restritiva de direitos nos casos de condenação por tráfico de drogas;
c)  é vedada a substituição por pena restritiva de direitos se o condenado for reincidente em crime doloso;
d)  admite-se a fixação de pena substitutiva como condição especial ao regime aberto, a critério do juízo sentenciante ou do juízo de execução penal;
e)  admite-se a execução provisória da pena restritiva de direitos, devendo ser formada guia de recolhimento provisória.",A,direito penal,Jurisprudência dos Tribunais Superiores sobre Penas
#3183688,TJPE,FGV,2024,"Uma das maiores responsabilidades do/a magistrado/a criminal é a dosimetria da pena privativa de liberdade, em caso de condenação. Sobre o tema e em atenção
à jurisprudência dos Tribunais Superiores, é correto afirmar que:
a)  o fato de o réu ter permanecido foragido por vários anos após o crime justifica o incremento da pena-base por valoração negativa da conduta social;
b)  a circunstância atenuante da confissão deixa de ser aplicada quando o réu busca proteger o corréu, afirmando ter praticado o crime sozinho;
c)  a intenção de obter lucro fácil, em casos de delito de tráfico de drogas, não pode configurar circunstância judicial negativa quanto aos motivos do crime para o
fim de exasperar a pena-base;
d)  o fato de o réu estar em regime aberto ou semiaberto após progressão de regime por crime anterior não autoriza a valoração negativa da conduta social para o
fim de exasperar a pena-base do novo delito;
e)  o fato de o réu responder a outros inquéritos policiais ou ações penais em curso autoriza o aumento da pena-base.",C,direito penal,Jurisprudência dos Tribunais Superiores sobre Penas
